user_id,course_id,interaction_type,interaction
user_324,1167710,enrolled,1
user_103,1167710,view,1
user_341,1167710,enrolled,1
user_328,1167710,complete,1
user_84,1167710,enrolled,1
user_224,1167710,view,1
user_257,1167710,view,1
user_134,1167710,enrolled,1
user_348,1167710,view,1
user_108,1167710,view,1
user_354,592338,view,1
user_429,592338,complete,1
user_316,592338,view,1
user_314,592338,complete,1
user_179,592338,buy,1
user_174,592338,view,1
user_234,592338,enrolled,1
user_133,592338,view,1
user_442,592338,enrolled,1
user_94,592338,view,1
user_348,592338,complete,1
user_402,592338,buy,1
user_420,592338,buy,1
user_195,592338,view,1
user_405,592338,enrolled,1
user_430,592338,buy,1
user_129,975046,buy,1
user_395,975046,buy,1
user_460,975046,buy,1
user_398,975046,view,1
user_328,975046,view,1
user_95,975046,view,1
user_7,975046,view,1
user_174,975046,view,1
user_246,975046,enrolled,1
user_415,975046,buy,1
user_16,975046,buy,1
user_170,975046,buy,1
user_167,975046,buy,1
user_310,975046,view,1
user_428,975046,buy,1
user_83,975046,enrolled,1
user_392,975046,view,1
user_221,975046,view,1
user_322,975046,complete,1
user_170,975046,view,1
user_323,975046,view,1
user_115,975046,view,1
user_349,975046,view,1
user_335,975046,enrolled,1
user_230,975046,enrolled,1
user_220,975046,buy,1
user_247,975046,view,1
user_101,975046,view,1
user_416,975046,enrolled,1
user_222,975046,view,1
user_179,975046,buy,1
user_175,975046,view,1
user_94,975046,buy,1
user_115,975046,complete,1
user_162,975046,enrolled,1
user_269,975046,view,1
user_225,975046,view,1
user_234,975046,enrolled,1
user_337,975046,enrolled,1
user_67,975046,view,1
user_457,975046,complete,1
user_500,975046,view,1
user_126,975046,view,1
user_139,975046,enrolled,1
user_113,975046,view,1
user_219,975046,complete,1
user_156,975046,view,1
user_185,975046,view,1
user_121,975046,buy,1
user_322,975046,enrolled,1
user_338,742602,view,1
user_158,742602,view,1
user_13,742602,view,1
user_119,742602,enrolled,1
user_303,742602,enrolled,1
user_375,742602,buy,1
user_289,742602,buy,1
user_291,742602,view,1
user_116,742602,buy,1
user_88,742602,view,1
user_125,742602,view,1
user_410,742602,complete,1
user_175,742602,view,1
user_499,742602,view,1
user_364,742602,complete,1
user_53,742602,view,1
user_490,742602,view,1
user_111,742602,view,1
user_65,742602,buy,1
user_333,742602,complete,1
user_375,742602,view,1
user_74,742602,complete,1
user_147,742602,view,1
user_261,742602,enrolled,1
user_264,742602,enrolled,1
user_132,742602,view,1
user_49,742602,enrolled,1
user_77,742602,view,1
user_294,742602,buy,1
user_117,742602,view,1
user_494,742602,complete,1
user_49,742602,view,1
user_110,742602,complete,1
user_467,742602,view,1
user_180,742602,enrolled,1
user_50,742602,buy,1
user_72,742602,buy,1
user_347,742602,view,1
user_434,742602,buy,1
user_495,742602,complete,1
user_286,742602,enrolled,1
user_4,742602,buy,1
user_75,742602,buy,1
user_397,794151,view,1
user_390,794151,view,1
user_39,794151,buy,1
user_258,794151,enrolled,1
user_267,794151,view,1
user_7,794151,view,1
user_382,794151,view,1
user_263,794151,complete,1
user_103,794151,enrolled,1
user_423,794151,complete,1
user_332,794151,buy,1
user_371,794151,view,1
user_342,794151,buy,1
user_383,794151,buy,1
user_371,794151,view,1
user_179,794151,complete,1
user_308,794151,buy,1
user_259,794151,complete,1
user_333,794151,view,1
user_158,794151,enrolled,1
user_10,794151,view,1
user_116,794151,enrolled,1
user_457,794151,buy,1
user_390,794151,enrolled,1
user_117,794151,enrolled,1
user_182,794151,view,1
user_236,794151,view,1
user_194,794151,buy,1
user_300,794151,buy,1
user_80,794151,view,1
user_63,794151,buy,1
user_333,794151,view,1
user_48,794151,buy,1
user_85,1196544,view,1
user_117,1196544,buy,1
user_230,1196544,view,1
user_256,1196544,view,1
user_313,1196544,buy,1
user_319,1196544,view,1
user_441,1196544,complete,1
user_49,1196544,enrolled,1
user_146,1196544,view,1
user_374,1196544,buy,1
user_442,1196544,view,1
user_10,1196544,view,1
user_493,1196544,view,1
user_191,1196544,view,1
user_80,1196544,enrolled,1
user_231,1196544,buy,1
user_207,1196544,view,1
user_418,1196544,view,1
user_389,1196544,buy,1
user_353,504036,buy,1
user_210,504036,view,1
user_198,504036,view,1
user_381,504036,view,1
user_101,504036,complete,1
user_386,504036,view,1
user_254,504036,view,1
user_158,504036,view,1
user_390,504036,buy,1
user_465,504036,buy,1
user_231,504036,view,1
user_425,504036,complete,1
user_151,504036,view,1
user_31,504036,enrolled,1
user_256,504036,buy,1
user_20,504036,enrolled,1
user_261,504036,complete,1
user_149,504036,enrolled,1
user_218,719698,view,1
user_346,719698,enrolled,1
user_135,719698,view,1
user_217,719698,view,1
user_464,719698,buy,1
user_102,719698,view,1
user_298,719698,view,1
user_402,719698,complete,1
user_465,719698,enrolled,1
user_369,719698,view,1
user_44,719698,view,1
user_111,719698,view,1
user_454,719698,buy,1
user_375,719698,complete,1
user_404,719698,view,1
user_240,719698,view,1
user_279,719698,view,1
user_366,719698,view,1
user_396,719698,view,1
user_12,719698,view,1
user_418,719698,view,1
user_392,719698,enrolled,1
user_120,719698,view,1
user_283,719698,view,1
user_49,719698,view,1
user_200,719698,view,1
user_240,719698,buy,1
user_183,719698,buy,1
user_97,719698,complete,1
user_357,719698,buy,1
user_339,719698,view,1
user_88,719698,view,1
user_406,719698,enrolled,1
user_3,719698,enrolled,1
user_265,719698,view,1
user_267,719698,enrolled,1
user_431,564966,view,1
user_123,564966,view,1
user_414,564966,view,1
user_259,564966,view,1
user_134,564966,view,1
user_378,564966,view,1
user_456,564966,view,1
user_272,564966,enrolled,1
user_335,564966,view,1
user_420,564966,buy,1
user_181,564966,enrolled,1
user_360,564966,view,1
user_375,564966,view,1
user_264,564966,view,1
user_180,564966,view,1
user_359,564966,buy,1
user_250,564966,view,1
user_436,564966,enrolled,1
user_414,564966,enrolled,1
user_184,564966,complete,1
user_114,564966,view,1
user_396,564966,enrolled,1
user_452,564966,view,1
user_206,564966,enrolled,1
user_379,564966,buy,1
user_312,564966,complete,1
user_89,564966,enrolled,1
user_253,564966,view,1
user_325,564966,buy,1
user_118,564966,view,1
user_372,564966,view,1
user_471,564966,view,1
user_186,564966,view,1
user_350,564966,buy,1
user_103,564966,view,1
user_396,564966,buy,1
user_65,606928,view,1
user_230,606928,view,1
user_288,606928,view,1
user_80,606928,view,1
user_84,606928,enrolled,1
user_272,606928,view,1
user_308,606928,view,1
user_397,606928,view,1
user_174,606928,enrolled,1
user_11,606928,complete,1
user_106,606928,complete,1
user_337,606928,view,1
user_71,606928,complete,1
user_22,606928,enrolled,1
user_223,606928,buy,1
user_196,606928,view,1
user_337,606928,view,1
user_321,606928,view,1
user_130,606928,complete,1
user_307,606928,view,1
user_353,606928,view,1
user_364,606928,view,1
user_467,606928,enrolled,1
user_339,606928,enrolled,1
user_186,606928,view,1
user_407,606928,view,1
user_272,606928,enrolled,1
user_400,606928,enrolled,1
user_29,606928,view,1
user_328,606928,view,1
user_284,606928,view,1
user_217,606928,view,1
user_325,58977,view,1
user_274,58977,buy,1
user_260,58977,view,1
user_102,58977,view,1
user_95,58977,enrolled,1
user_472,58977,enrolled,1
user_286,58977,complete,1
user_103,58977,view,1
user_124,58977,enrolled,1
user_159,58977,enrolled,1
user_204,58977,view,1
user_451,58977,buy,1
user_478,58977,view,1
user_317,58977,enrolled,1
user_136,58977,view,1
user_180,58977,view,1
user_245,58977,view,1
user_74,58977,view,1
user_472,58977,enrolled,1
user_449,58977,buy,1
user_157,1242604,view,1
user_480,1242604,view,1
user_419,1242604,view,1
user_187,1242604,enrolled,1
user_384,1242604,view,1
user_383,1242604,enrolled,1
user_466,1242604,enrolled,1
user_477,1242604,view,1
user_112,1242604,view,1
user_145,1242604,buy,1
user_457,1242604,enrolled,1
user_60,1242604,enrolled,1
user_248,1242604,view,1
user_493,1242604,buy,1
user_8,1242604,complete,1
user_397,1242604,enrolled,1
user_289,1242604,view,1
user_213,1242604,view,1
user_236,1242604,view,1
user_76,1242604,view,1
user_222,1242604,complete,1
user_41,1242604,complete,1
user_1,1242604,view,1
user_213,1242604,view,1
user_110,1242604,buy,1
user_93,1242604,complete,1
user_206,1242604,view,1
user_166,1242604,view,1
user_432,1242604,enrolled,1
user_62,1242604,view,1
user_104,1242604,enrolled,1
user_435,1242604,view,1
user_69,1242604,buy,1
user_495,1242604,view,1
user_461,1242604,view,1
user_186,1242604,view,1
user_376,1242604,view,1
user_486,1242604,view,1
user_497,1242604,complete,1
user_434,798740,view,1
user_283,798740,view,1
user_372,798740,view,1
user_141,798740,view,1
user_242,798740,view,1
user_449,798740,complete,1
user_258,798740,enrolled,1
user_421,798740,view,1
user_267,798740,enrolled,1
user_363,798740,buy,1
user_289,798740,view,1
user_285,798740,view,1
user_187,798740,buy,1
user_195,798740,view,1
user_221,798740,enrolled,1
user_66,798740,complete,1
user_206,798740,buy,1
user_340,798740,enrolled,1
user_48,798740,view,1
user_82,798740,enrolled,1
user_421,798740,view,1
user_200,798740,view,1
user_310,798740,view,1
user_334,506568,view,1
user_488,506568,buy,1
user_313,506568,view,1
user_486,506568,enrolled,1
user_488,506568,buy,1
user_403,506568,enrolled,1
user_456,506568,view,1
user_61,506568,complete,1
user_25,506568,complete,1
user_161,506568,view,1
user_365,506568,buy,1
user_296,506568,enrolled,1
user_373,506568,view,1
user_105,506568,view,1
user_383,506568,enrolled,1
user_368,506568,complete,1
user_117,506568,buy,1
user_485,506568,view,1
user_491,506568,view,1
user_17,506568,enrolled,1
user_437,506568,enrolled,1
user_219,506568,view,1
user_489,506568,complete,1
user_209,506568,enrolled,1
user_303,506568,enrolled,1
user_225,506568,view,1
user_95,506568,view,1
user_341,506568,buy,1
user_280,506568,enrolled,1
user_9,1020760,view,1
user_212,1020760,view,1
user_431,1020760,view,1
user_65,1020760,complete,1
user_373,1020760,view,1
user_405,1020760,complete,1
user_97,1020760,view,1
user_483,1020760,view,1
user_364,1020760,enrolled,1
user_390,1020760,view,1
user_342,1020760,view,1
user_281,1020760,enrolled,1
user_3,1020760,enrolled,1
user_493,859742,view,1
user_286,859742,view,1
user_420,859742,view,1
user_226,859742,view,1
user_305,859742,enrolled,1
user_434,859742,buy,1
user_337,859742,view,1
user_185,859742,view,1
user_320,859742,view,1
user_473,859742,view,1
user_443,859742,buy,1
user_390,859742,enrolled,1
user_308,859742,complete,1
user_251,859742,view,1
user_62,859742,complete,1
user_107,859742,buy,1
user_468,859742,buy,1
user_182,383414,view,1
user_267,383414,view,1
user_44,383414,complete,1
user_444,383414,buy,1
user_415,383414,enrolled,1
user_316,383414,view,1
user_143,383414,view,1
user_500,383414,view,1
user_433,383414,view,1
user_121,383414,view,1
user_382,383414,buy,1
user_57,383414,view,1
user_450,383414,view,1
user_361,383414,view,1
user_392,383414,complete,1
user_454,383414,view,1
user_144,383414,enrolled,1
user_120,383414,view,1
user_490,383414,buy,1
user_309,383414,view,1
user_289,383414,view,1
user_88,383414,view,1
user_463,383414,view,1
user_419,383414,view,1
user_30,383414,view,1
user_52,383414,view,1
user_474,383414,view,1
user_438,383414,view,1
user_261,383414,view,1
user_193,383414,complete,1
user_380,383414,view,1
user_155,383414,buy,1
user_359,353044,buy,1
user_405,353044,buy,1
user_384,353044,view,1
user_493,353044,enrolled,1
user_388,353044,view,1
user_147,353044,complete,1
user_206,353044,enrolled,1
user_52,353044,buy,1
user_50,353044,view,1
user_32,353044,enrolled,1
user_482,353044,complete,1
user_147,353044,buy,1
user_269,353044,view,1
user_112,353044,view,1
user_476,353044,enrolled,1
user_232,353044,enrolled,1
user_355,353044,view,1
user_328,353044,enrolled,1
user_95,353044,view,1
user_302,353044,complete,1
user_209,353044,buy,1
user_66,353044,buy,1
user_89,353044,view,1
user_273,353044,complete,1
user_302,353044,view,1
user_384,353044,enrolled,1
user_220,353044,complete,1
user_166,353044,enrolled,1
user_435,353044,buy,1
user_409,353044,view,1
user_433,353044,view,1
user_205,353044,view,1
user_5,353044,view,1
user_497,353044,view,1
user_436,353044,view,1
user_175,353044,view,1
user_41,353044,view,1
user_399,353044,view,1
user_242,353044,buy,1
user_395,353044,view,1
user_412,353044,complete,1
user_335,353044,enrolled,1
user_359,353044,buy,1
user_398,353044,enrolled,1
user_5,353044,complete,1
user_215,353044,view,1
user_65,447362,view,1
user_248,447362,view,1
user_324,447362,view,1
user_190,447362,view,1
user_55,447362,view,1
user_293,447362,complete,1
user_469,447362,enrolled,1
user_127,447362,view,1
user_20,447362,view,1
user_496,447362,view,1
user_198,447362,view,1
user_213,447362,view,1
user_126,447362,view,1
user_191,447362,enrolled,1
user_197,447362,enrolled,1
user_170,447362,view,1
user_209,447362,view,1
user_145,447362,buy,1
user_186,447362,view,1
user_134,447362,complete,1
user_97,447362,enrolled,1
user_151,831066,buy,1
user_474,831066,view,1
user_218,831066,view,1
user_404,831066,complete,1
user_319,831066,view,1
user_286,831066,enrolled,1
user_266,831066,complete,1
user_396,831066,buy,1
user_382,831066,view,1
user_100,831066,view,1
user_27,831066,view,1
user_360,831066,enrolled,1
user_256,831066,buy,1
user_211,831066,complete,1
user_73,831066,enrolled,1
user_256,831066,enrolled,1
user_130,831066,complete,1
user_356,831066,view,1
user_115,831066,view,1
user_242,831066,view,1
user_175,831066,buy,1
user_312,831066,buy,1
user_11,831066,view,1
user_203,831066,view,1
user_281,831066,view,1
user_352,831066,view,1
user_44,831066,complete,1
user_476,831066,enrolled,1
user_142,831066,enrolled,1
user_463,831066,buy,1
user_56,831066,view,1
user_6,831066,buy,1
user_408,831066,enrolled,1
user_43,831066,view,1
user_104,831066,enrolled,1
user_463,1266306,view,1
user_90,1266306,view,1
user_102,1266306,enrolled,1
user_377,1266306,view,1
user_185,1266306,buy,1
user_73,1266306,view,1
user_179,1266306,view,1
user_35,1266306,view,1
user_475,1266306,view,1
user_12,1266306,view,1
user_109,1266306,view,1
user_140,1266306,buy,1
user_361,1266306,view,1
user_421,1266306,view,1
user_383,1266306,view,1
user_178,1266306,view,1
user_461,1266306,view,1
user_466,1266306,complete,1
user_224,1266306,view,1
user_459,1266306,enrolled,1
user_305,1266306,buy,1
user_75,1266306,buy,1
user_140,1266306,buy,1
user_94,1266306,complete,1
user_35,1266306,view,1
user_203,1266306,enrolled,1
user_461,1266306,buy,1
user_242,1266306,view,1
user_280,1170894,enrolled,1
user_84,1170894,buy,1
user_282,1170894,view,1
user_314,1170894,view,1
user_198,1170894,enrolled,1
user_346,1170894,buy,1
user_302,1170894,enrolled,1
user_368,1170894,enrolled,1
user_89,1170894,enrolled,1
user_436,1170894,view,1
user_316,1170894,enrolled,1
user_429,1170894,buy,1
user_155,1170894,view,1
user_121,1170894,buy,1
user_118,1170894,view,1
user_428,1170894,view,1
user_122,1170894,view,1
user_417,1170894,complete,1
user_287,1170894,view,1
user_143,1170894,view,1
user_328,1170894,view,1
user_97,1170894,view,1
user_190,1170894,view,1
user_2,1170894,complete,1
user_432,1170894,enrolled,1
user_381,1170894,view,1
user_366,1170894,view,1
user_119,1170894,enrolled,1
user_422,948974,view,1
user_456,948974,enrolled,1
user_88,948974,view,1
user_223,948974,buy,1
user_466,948974,view,1
user_4,948974,buy,1
user_112,948974,buy,1
user_483,948974,view,1
user_337,948974,buy,1
user_244,948974,buy,1
user_83,948974,buy,1
user_307,948974,view,1
user_32,380970,buy,1
user_244,380970,view,1
user_407,380970,view,1
user_383,380970,view,1
user_348,380970,view,1
user_314,380970,buy,1
user_22,380970,buy,1
user_226,380970,view,1
user_318,380970,buy,1
user_493,380970,view,1
user_298,380970,view,1
user_372,380970,enrolled,1
user_364,380970,buy,1
user_356,380970,enrolled,1
user_170,380970,view,1
user_251,380970,buy,1
user_152,380970,view,1
user_254,380970,enrolled,1
user_233,380970,view,1
user_309,380970,view,1
user_280,380970,enrolled,1
user_123,380970,view,1
user_329,380970,complete,1
user_42,380970,enrolled,1
user_238,380970,buy,1
user_317,380970,enrolled,1
user_304,380970,enrolled,1
user_144,380970,enrolled,1
user_37,380970,enrolled,1
user_450,380970,enrolled,1
user_95,380970,buy,1
user_486,380970,enrolled,1
user_299,380970,view,1
user_255,380970,enrolled,1
user_1,380970,enrolled,1
user_468,380970,enrolled,1
user_391,380970,complete,1
user_222,380970,view,1
user_68,380970,view,1
user_288,380970,complete,1
user_286,380970,view,1
user_17,380970,view,1
user_452,380970,view,1
user_283,380970,view,1
user_263,380970,buy,1
user_234,380970,view,1
user_486,380970,buy,1
user_268,380970,buy,1
user_62,1217778,view,1
user_188,1217778,view,1
user_122,1217778,view,1
user_459,1217778,complete,1
user_286,1217778,view,1
user_240,1217778,view,1
user_29,1217778,enrolled,1
user_153,1217778,buy,1
user_388,1217778,enrolled,1
user_467,1217778,complete,1
user_150,1217778,view,1
user_263,1217778,view,1
user_85,1217778,complete,1
user_278,1217778,view,1
user_120,1217778,view,1
user_284,1217778,enrolled,1
user_411,1217778,view,1
user_474,1217778,complete,1
user_449,1217778,enrolled,1
user_367,1217778,view,1
user_388,1217778,view,1
user_310,1217778,enrolled,1
user_294,1217778,buy,1
user_8,1217778,view,1
user_377,1217778,buy,1
user_337,1217778,buy,1
user_460,1217778,complete,1
user_140,1217778,view,1
user_493,1217778,buy,1
user_387,1217778,complete,1
user_311,1217778,view,1
user_6,1217778,view,1
user_274,1217778,complete,1
user_251,1217778,view,1
user_19,1246208,view,1
user_3,1246208,buy,1
user_198,1246208,enrolled,1
user_222,1246208,view,1
user_230,1246208,buy,1
user_101,1246208,view,1
user_363,1246208,enrolled,1
user_158,1246208,view,1
user_156,1246208,view,1
user_146,1246208,buy,1
user_443,1246208,view,1
user_396,1246208,enrolled,1
user_306,1246208,enrolled,1
user_329,1246208,view,1
user_345,1246208,view,1
user_4,1246208,view,1
user_113,1246208,complete,1
user_12,1246208,buy,1
user_314,1246208,complete,1
user_435,1246208,buy,1
user_144,1246208,enrolled,1
user_442,1246208,view,1
user_132,1246208,view,1
user_375,1246208,view,1
user_485,1246208,buy,1
user_445,1246208,view,1
user_424,1246208,complete,1
user_470,1246208,complete,1
user_158,1246208,view,1
user_438,1246208,view,1
user_68,1246208,view,1
user_57,1246208,view,1
user_204,1246208,view,1
user_376,1246208,view,1
user_80,1246208,enrolled,1
user_302,1246208,view,1
user_91,1246208,view,1
user_80,1246208,complete,1
user_226,1246208,buy,1
user_12,1246208,enrolled,1
user_134,1246208,buy,1
user_415,1246208,complete,1
user_187,1246208,buy,1
user_69,1246208,view,1
user_316,1246208,view,1
user_33,1246208,view,1
user_294,1246208,buy,1
user_308,434774,view,1
user_33,434774,complete,1
user_408,434774,view,1
user_250,434774,complete,1
user_348,434774,enrolled,1
user_263,434774,view,1
user_202,434774,view,1
user_121,434774,enrolled,1
user_66,434774,enrolled,1
user_76,434774,complete,1
user_344,434774,enrolled,1
user_199,434774,view,1
user_297,434774,view,1
user_189,434774,enrolled,1
user_37,434774,view,1
user_397,434774,view,1
user_420,434774,view,1
user_63,434774,view,1
user_454,434774,enrolled,1
user_319,434774,buy,1
user_443,434774,view,1
user_77,434774,enrolled,1
user_19,434774,enrolled,1
user_385,434774,complete,1
user_2,434774,enrolled,1
user_294,308690,buy,1
user_94,308690,view,1
user_434,308690,view,1
user_21,308690,view,1
user_478,308690,view,1
user_376,308690,view,1
user_441,308690,buy,1
user_446,308690,enrolled,1
user_440,308690,view,1
user_221,308690,view,1
user_152,308690,view,1
user_186,308690,view,1
user_138,308690,view,1
user_129,308690,enrolled,1
user_103,308690,buy,1
user_404,308690,enrolled,1
user_456,308690,enrolled,1
user_51,308690,enrolled,1
user_39,308690,enrolled,1
user_452,308690,complete,1
user_253,308690,enrolled,1
user_443,888716,enrolled,1
user_81,888716,buy,1
user_29,888716,view,1
user_394,888716,view,1
user_358,888716,view,1
user_9,888716,buy,1
user_146,888716,enrolled,1
user_241,888716,complete,1
user_237,888716,view,1
user_221,888716,view,1
user_154,888716,view,1
user_351,888716,view,1
user_124,888716,view,1
user_102,888716,buy,1
user_188,888716,buy,1
user_380,888716,enrolled,1
user_479,888716,enrolled,1
user_60,888716,complete,1
user_187,888716,buy,1
user_275,888716,enrolled,1
user_13,888716,enrolled,1
user_386,888716,view,1
user_284,888716,enrolled,1
user_11,888716,view,1
user_452,888716,view,1
user_446,888716,view,1
user_273,888716,view,1
user_284,888716,buy,1
user_125,888716,view,1
user_263,888716,buy,1
user_1,888716,enrolled,1
user_8,888716,view,1
user_154,888716,view,1
user_68,888716,buy,1
user_316,888716,view,1
user_249,888716,enrolled,1
user_373,888716,complete,1
user_421,888716,enrolled,1
user_429,888716,view,1
user_214,888716,enrolled,1
user_114,888716,view,1
user_247,888716,view,1
user_201,888716,view,1
user_112,888716,view,1
user_95,321410,view,1
user_465,321410,enrolled,1
user_288,321410,buy,1
user_427,321410,complete,1
user_48,321410,buy,1
user_278,321410,enrolled,1
user_482,321410,complete,1
user_56,321410,enrolled,1
user_331,321410,view,1
user_109,321410,buy,1
user_32,321410,buy,1
user_84,321410,view,1
user_67,321410,view,1
user_148,321410,view,1
user_160,321410,view,1
user_371,321410,view,1
user_276,321410,view,1
user_296,321410,view,1
user_424,321410,view,1
user_62,321410,buy,1
user_98,321410,complete,1
user_429,321410,view,1
user_245,321410,view,1
user_237,321410,buy,1
user_439,321410,view,1
user_223,321410,buy,1
user_123,321410,view,1
user_488,321410,enrolled,1
user_120,965832,view,1
user_2,965832,buy,1
user_368,965832,view,1
user_192,965832,view,1
user_194,965832,view,1
user_126,965832,complete,1
user_278,965832,view,1
user_303,965832,view,1
user_257,965832,view,1
user_215,965832,enrolled,1
user_165,965832,view,1
user_155,965832,view,1
user_149,965832,view,1
user_341,965832,enrolled,1
user_232,965832,view,1
user_35,965832,enrolled,1
user_4,648826,view,1
user_76,648826,buy,1
user_235,648826,view,1
user_268,648826,complete,1
user_414,648826,buy,1
user_79,648826,view,1
user_212,648826,view,1
user_283,648826,view,1
user_364,648826,enrolled,1
user_256,648826,view,1
user_81,648826,buy,1
user_164,648826,buy,1
user_53,648826,view,1
user_402,648826,view,1
user_81,648826,view,1
user_395,648826,buy,1
user_189,648826,buy,1
user_458,648826,view,1
user_100,648826,buy,1
user_410,648826,view,1
user_128,648826,view,1
user_155,648826,view,1
user_52,648826,buy,1
user_336,648826,buy,1
user_284,648826,view,1
user_133,648826,view,1
user_359,648826,view,1
user_214,648826,view,1
user_104,648826,buy,1
user_242,648826,view,1
user_438,648826,buy,1
user_493,1035472,view,1
user_490,1035472,enrolled,1
